"Collector","Class","Order","Family","Species_COL","Species_rep","Subspecies_rep","Year","X","Y","Xmin","Xmax","Ymin","Ymax","Site","Country","Sampling_area","Sampling_area_unit","Density","Density_unit","SE","SD","CI90","CI95","CV","Method","Method2","Notes_method","Season","Native","Notes","Ref_N"
"Luca Santini","Aves","Rheiformes","Rheidae","Rhea pennata","Pterocnemia pennata","garleppi","1978",-67.5,-26.667,NA,NA,NA,NA,"Laguna Blanca (Catamarca)","Argentina",NA,NA,"0.06","ind/km2",NA,NA,NA,NA,NA,"Census",NA,"Total count carried out on motor vehicles",NA,TRUE,NA,662
"Luca Santini","Aves","Rheiformes","Rheidae","Rhea pennata","Rhea pennata","garleppi","2012",-69.084,-30.947,NA,NA,NA,NA,"Don Carmelo Private Reserve","Argentina",400,"km2","1.08","ind/km2",NA,NA,NA,NA,NA,"Distance_Sampling","Line transects","Distance sampling on fecal pellets, considering defecation rate and permanence in the environment","April",TRUE,NA,663
"Luca Santini","Aves","Rheiformes","Rheidae","Rhea pennata","Rhea pennata","garleppi","2012",-69.084,-30.947,NA,NA,NA,NA,"Don Carmelo Private Reserve","Argentina",400,"km2","0.54","ind/km2",NA,NA,NA,NA,NA,"Distance_Sampling","Line transects","Distance sampling on fecal pellets, considering defecation rate and permanence in the environment","November",TRUE,NA,663
"Luca Santini","Aves","Rheiformes","Rheidae","Rhea pennata","Rhea pennata","garleppi","2011",-69.084,-30.947,NA,NA,NA,NA,"Don Carmelo Private Reserve","Argentina",400,"km2","0.81","ind/km2",NA,NA,NA,NA,NA,"Distance_Sampling","Line transects","Distance sampling on fecal pellets, considering defecation rate and permanence in the environment","September",TRUE,NA,663
"Luca Santini","Aves","Rheiformes","Rheidae","Rhea pennata","Rhea pennata","garleppi","2012",-69.084,-30.947,NA,NA,NA,NA,"Don Carmelo Private Reserve","Argentina",400,"km2","1.66","ind/km2",NA,NA,NA,NA,NA,"Distance_Sampling","Line transects","Distance sampling on fecal pellets, considering defecation rate and permanence in the environment","March",TRUE,NA,663
"Luca Santini","Aves","Rheiformes","Rheidae","Rhea pennata","Rhea pennata","garleppi","2011",-69.084,-30.947,NA,NA,NA,NA,"Don Carmelo Private Reserve","Argentina",400,"km2","0.45","ind/km2",NA,NA,NA,NA,NA,"Distance_Sampling","Line transects","Distance sampling on fecal pellets, considering defecation rate and permanence in the environment","November",TRUE,NA,663
"Luca Santini","Aves","Rheiformes","Rheidae","Rhea pennata","Rhea pennata","garleppi","2012",-69.084,-30.947,NA,NA,NA,NA,"Don Carmelo Private Reserve","Argentina",400,"km2","1.83","ind/km2",NA,NA,NA,NA,NA,"Distance_Sampling","Line transects","Distance sampling on fecal pellets, considering defecation rate and permanence in the environment","July",TRUE,NA,663
"Luca Santini","Aves","Rheiformes","Rheidae","Rhea pennata","Rhea pennata",NA,NA,-71,-40,NA,NA,NA,NA,"Northwestern Patagonia","Argentina",NA,NA,"0.62","ind/km2",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,664
"Luca Santini","Aves","Strigiformes","Strigidae","Aegolius funereus","Aegolius funereus",NA,"2012",20.39,49.4,NA,NA,NA,NA,"Pieniny National Park","Poland",NA,NA,"0.155","pairs/km2",NA,NA,NA,NA,NA,"Census","Territory mapping",NA,"March – June",TRUE,NA,666
"Luca Santini","Aves","Strigiformes","Strigidae","Aegolius funereus","Aegolius funereus",NA,"2002",20.39,49.4,NA,NA,NA,NA,"Pieniny National Park","Poland",NA,NA,"0.13","pairs/km2",NA,NA,NA,NA,NA,"Census","Territory mapping",NA,NA,TRUE,NA,666
"Luca Santini","Aves","Strigiformes","Strigidae","Asio capensis","Asio capensis",NA,"2012",15.31,-17.66,NA,NA,NA,NA,"Ogongo Game Reserve","Namibia",10,"km2","0.1","pairs/km2",NA,NA,NA,NA,NA,"Census","Territory mapping",NA,"May – December",TRUE,NA,296
"Luca Santini","Aves","Strigiformes","Strigidae","Asio flammeus","Asio flammeus",NA,"1940",-95.18,43.38,NA,NA,NA,NA,"Iowa Lakeside Laboratory","United States",0.2,"km2","5","ind/km2",NA,NA,NA,NA,NA,"Census",NA,NA,"June",TRUE,NA,336
"Luca Santini","Aves","Strigiformes","Strigidae","Asio otus","Asio otus",NA,"2002",20.39,49.4,NA,NA,NA,NA,"Pieniny National Park","Poland",NA,NA,"0.085","pairs/km2",NA,NA,NA,NA,NA,"Census","Territory mapping",NA,NA,TRUE,NA,666
"Luca Santini","Aves","Strigiformes","Strigidae","Asio otus","Asio otus",NA,"2012",20.39,49.4,NA,NA,NA,NA,"Pieniny National Park","Poland",NA,NA,"0.105","pairs/km2",NA,NA,NA,NA,NA,"Census","Territory mapping",NA,"March – June",TRUE,NA,666
"Luca Santini","Aves","Strigiformes","Strigidae","Asio otus","Asio otus",NA,NA,9,56,NA,NA,NA,NA,NA,"Denmark",0.21,"km2","4.762","ind/km2",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,371
"Luca Santini","Aves","Strigiformes","Strigidae","Asio otus","Asio otus",NA,"1977–1978",9,52,NA,NA,NA,NA,"Moorland","Germany",0.55,"km2","1.818","ind/km2",NA,NA,NA,NA,NA,NA,NA,NA,"Summer",TRUE,NA,304
"Luca Santini","Aves","Strigiformes","Strigidae","Asio otus","Asio otus",NA,"1990",23.7,52.7,NA,NA,NA,NA,"Białowieża National Park","Poland",0.25,"km2","2","pairs/km2",NA,NA,NA,NA,NA,"Census","Territory mapping",NA,"April – June",TRUE,NA,310
"Luca Santini","Aves","Strigiformes","Strigidae","Asio otus","Asio otus",NA,"1990",23.7,52.7,NA,NA,NA,NA,"Białowieża National Park","Poland",0.25,"km2","1.2","pairs/km2",NA,NA,NA,NA,NA,"Census","Territory mapping",NA,"April – June",TRUE,NA,310
"Luca Santini","Aves","Strigiformes","Strigidae","Asio stygius","Asio stygius",NA,"2015",-79.75,-4.63,NA,NA,NA,NA,"Bosque nublado de Cuyas - Los Molinos","Peru",NA,NA,"160","ind/km2",NA,NA,NA,NA,NA,"Counts","Direct",NA,"July – October",TRUE,NA,320
"Luca Santini","Aves","Strigiformes","Strigidae","Athene cunicularia","Speotyto cunicularia",NA,"1926",-94,42,NA,NA,NA,NA,"North-western Iowa","United States",2.67,"km2","1.124","ind/km2",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,417
"Luca Santini","Aves","Strigiformes","Strigidae","Athene noctua","Athene noctua",NA,"2011–2012",20.9,47.55,NA,NA,NA,NA,"Hortobagy National Park","Hungary",489,"km2","0.501","pairs/km2",NA,NA,NA,NA,NA,"Census","Territory mapping","Territory mapping with playback calls","March – April",TRUE,NA,667
"Luca Santini","Aves","Strigiformes","Strigidae","Bubo africanus","Bubo africanus",NA,"2015–2016",24.28,-17.487,NA,NA,NA,NA,"Katima Mulilo (Zambezi region)","Namibia",0.54,"km2","1.9","pairs/km2",NA,NA,NA,NA,NA,"Census","Territory mapping",NA,"July – February",TRUE,NA,297
"Luca Santini","Aves","Strigiformes","Strigidae","Bubo africanus","Bubo africanus",NA,"2013–2014",24.28,-17.487,NA,NA,NA,NA,"Katima Mulilo (Zambezi region)","Namibia",0.54,"km2","1.9","pairs/km2",NA,NA,NA,NA,NA,"Census","Territory mapping",NA,"September – March",TRUE,NA,297
"Luca Santini","Aves","Strigiformes","Strigidae","Bubo bubo","Bubo bubo",NA,"2002",20.39,49.4,NA,NA,NA,NA,"Pieniny National Park","Poland",NA,NA,"0.26","pairs/km2",NA,NA,NA,NA,NA,"Census","Territory mapping",NA,NA,TRUE,NA,666
"Luca Santini","Aves","Strigiformes","Strigidae","Bubo bubo","Bubo bubo",NA,"2012",20.39,49.4,NA,NA,NA,NA,"Pieniny National Park","Poland",NA,NA,"0.26","pairs/km2",NA,NA,NA,NA,NA,"Census","Territory mapping",NA,"March – June",TRUE,NA,666
"Valeria Mendez","Aves","Strigiformes","Strigidae","Bubo bubo","Bubo bubo",NA,"2000",11.08,46.04,NA,NA,NA,NA,"central-eastern Italian Alps and pre-Alps, province of Trento","Italy",1330,"km2","0.018","pairs/km2",NA,NA,NA,NA,NA,"Counts","Indirect","Auditory survey and direct methods of detection (nests, perch sites) in sampled area","October – January",TRUE,NA,669
"Valeria Mendez","Aves","Strigiformes","Strigidae","Bubo bubo","Bubo bubo",NA,"1996",11.08,46.04,NA,NA,NA,NA,"central-eastern Italian Alps and pre-Alps, province of Trento","Italy",1330,"km2","0.0188","pairs/km2",NA,NA,NA,NA,NA,"Counts","Indirect","Auditory survey and direct methods of detection (nests, perch sites) in sampled area","October – January",TRUE,NA,669
"Valeria Mendez","Aves","Strigiformes","Strigidae","Bubo bubo","Bubo bubo",NA,"1997",11.08,46.04,NA,NA,NA,NA,"central-eastern Italian Alps and pre-Alps, province of Trento","Italy",1330,"km2","0.0188","pairs/km2",NA,NA,NA,NA,NA,"Counts","Indirect","Auditory survey and direct methods of detection (nests, perch sites) in sampled area","October – January",TRUE,NA,669
"Valeria Mendez","Aves","Strigiformes","Strigidae","Bubo bubo","Bubo bubo",NA,"1995",11.08,46.04,NA,NA,NA,NA,"central-eastern Italian Alps and pre-Alps, province of Trento","Italy",1330,"km2","0.0173","pairs/km2",NA,NA,NA,NA,NA,"Counts","Indirect","Auditory survey and direct methods of detection (nests, perch sites) in sampled area","October – January",TRUE,NA,669
"Valeria Mendez","Aves","Strigiformes","Strigidae","Bubo bubo","Bubo bubo",NA,"1994",11.08,46.04,NA,NA,NA,NA,"central-eastern Italian Alps and pre-Alps, province of Trento","Italy",1330,"km2","0.018","pairs/km2",NA,NA,NA,NA,NA,"Counts","Indirect","Auditory survey and direct methods of detection (nests, perch sites) in sampled area","October – January",TRUE,NA,669
"Valeria Mendez","Aves","Strigiformes","Strigidae","Bubo bubo","Bubo bubo",NA,"1998",11.08,46.04,NA,NA,NA,NA,"central-eastern Italian Alps and pre-Alps, province of Trento","Italy",1330,"km2","0.018","pairs/km2",NA,NA,NA,NA,NA,"Counts","Indirect","Auditory survey and direct methods of detection (nests, perch sites) in sampled area","October – January",TRUE,NA,669
"Valeria Mendez","Aves","Strigiformes","Strigidae","Bubo bubo","Bubo bubo",NA,"1999",11.08,46.04,NA,NA,NA,NA,"central-eastern Italian Alps and pre-Alps, province of Trento","Italy",1330,"km2","0.018","pairs/km2",NA,NA,NA,NA,NA,"Counts","Indirect","Auditory survey and direct methods of detection (nests, perch sites) in sampled area","October – January",TRUE,NA,669
"Valeria Mendez","Aves","Strigiformes","Strigidae","Bubo bubo","Bubo bubo",NA,"2003",-0.86,38,NA,NA,NA,NA,"Alicante province","Spain",NA,NA,"0.22","pairs/km2",NA,NA,NA,NA,NA,"Counts","Indirect","Auditory survey and detection of nests, pellets and feeding perches in sampled area","October – February",TRUE,NA,668
"Valeria Mendez","Aves","Strigiformes","Strigidae","Bubo bubo","Bubo bubo",NA,"2005",-0.86,38,NA,NA,NA,NA,"Alicante province","Spain",NA,NA,"0.15","pairs/km2",NA,NA,NA,NA,NA,"Counts","Indirect","Auditory survey and detection of nests, pellets and feeding perches in sampled area","October – February",TRUE,NA,668
"Valeria Mendez","Aves","Strigiformes","Strigidae","Bubo bubo","Bubo bubo",NA,"2009",-0.86,38,NA,NA,NA,NA,"Alicante province","Spain",NA,NA,"0.3","pairs/km2",NA,NA,NA,NA,NA,"Counts","Indirect","Auditory survey and detection of nests, pellets and feeding perches in sampled area","October – February",TRUE,NA,668
"Valeria Mendez","Aves","Strigiformes","Strigidae","Bubo bubo","Bubo bubo",NA,"2004",-0.86,38,NA,NA,NA,NA,"Alicante province","Spain",NA,NA,"0.17","pairs/km2",NA,NA,NA,NA,NA,"Counts","Indirect","Auditory survey and detection of nests, pellets and feeding perches in sampled area","October – February",TRUE,NA,668
"Valeria Mendez","Aves","Strigiformes","Strigidae","Bubo bubo","Bubo bubo",NA,"2008",-0.86,38,NA,NA,NA,NA,"Alicante province","Spain",NA,NA,"0.25","pairs/km2",NA,NA,NA,NA,NA,"Counts","Indirect","Auditory survey and detection of nests, pellets and feeding perches in sampled area","October – February",TRUE,NA,668
"Valeria Mendez","Aves","Strigiformes","Strigidae","Bubo bubo","Bubo bubo",NA,"2007",-0.86,38,NA,NA,NA,NA,"Alicante province","Spain",NA,NA,"0.26","pairs/km2",NA,NA,NA,NA,NA,"Counts","Indirect","Auditory survey and detection of nests, pellets and feeding perches in sampled area","October – February",TRUE,NA,668
"Valeria Mendez","Aves","Strigiformes","Strigidae","Bubo bubo","Bubo bubo",NA,"2010",-0.86,38,NA,NA,NA,NA,"Alicante province","Spain",NA,NA,"0.42","pairs/km2",NA,NA,NA,NA,NA,"Counts","Indirect","Auditory survey and detection of nests, pellets and feeding perches in sampled area","October – February",TRUE,NA,668
"Valeria Mendez","Aves","Strigiformes","Strigidae","Bubo bubo","Bubo bubo",NA,"2006",-0.86,38,NA,NA,NA,NA,"Alicante province","Spain",NA,NA,"0.08","pairs/km2",NA,NA,NA,NA,NA,"Counts","Indirect","Auditory survey and detection of nests, pellets and feeding perches in sampled area","October – February",TRUE,NA,668
"Valeria Mendez","Aves","Strigiformes","Strigidae","Bubo bubo","Bubo bubo",NA,"2003–2011",-0.9,37.9,NA,NA,NA,NA,"Sierra de Escalona special protected area, Alicante","Spain",NA,NA,"0.46","pairs/km2",NA,NA,NA,NA,NA,"Counts","Indirect","Auditory survey and direct methods of detection (nests, perch sites) in sampled area",NA,TRUE,NA,668
"Valeria Mendez","Aves","Strigiformes","Strigidae","Bubo bubo","Bubo bubo",NA,"2003–2010",-0.52,38.27,NA,NA,NA,NA,"South of Alicante","Spain",NA,NA,"0.22","pairs/km2",NA,NA,NA,NA,NA,"Counts","Indirect","Auditory survey and direct methods of detection (nests, perch sites) in sampled area",NA,TRUE,NA,668
"Luca Santini","Aves","Strigiformes","Strigidae","Bubo bubo","Bubo bubo",NA,"1986–1990",13.78,41.816,NA,NA,NA,NA,"Abruzzo region","Italy",1330,"km2","0.0028","pairs/km2",NA,NA,NA,NA,NA,"Census","Territory mapping","Territory mapping with playback calls",NA,TRUE,NA,670
"Luca Santini","Aves","Strigiformes","Strigidae","Bubo bubo","Bubo bubo",NA,"1994–1998",11.13,46.066,NA,NA,NA,NA,"Trentino region","Italy",3500,"km2","0.0182","pairs/km2",NA,NA,NA,NA,NA,"Census","Territory mapping","Territory mapping with playback calls",NA,TRUE,NA,670
"Luca Santini","Aves","Strigiformes","Strigidae","Bubo scandiacus","Bubo scandiacus",NA,"1999",-139.7,69.4,NA,NA,NA,NA,"Ivvavik","Canada",NA,NA,"0.077","ind/km2",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,344
"Luca Santini","Aves","Strigiformes","Strigidae","Bubo scandiacus","Bubo scandiacus",NA,"1999",-99.2,69,NA,NA,NA,NA,"King William Is","Canada",NA,NA,"0.067","ind/km2",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,344
"Luca Santini","Aves","Strigiformes","Strigidae","Bubo scandiacus","Bubo scandiacus",NA,"1999",-83.9,74.66,NA,NA,NA,NA,"Devon","Canada",NA,NA,"0.071","ind/km2",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,344
"Luca Santini","Aves","Strigiformes","Strigidae","Bubo scandiacus","Bubo scandiacus",NA,"1999",-98.3,75.1,NA,NA,NA,NA,"Bathurst Is South","Canada",NA,NA,"0.088","ind/km2",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,344
"Luca Santini","Aves","Strigiformes","Strigidae","Bubo virginianus","Bubo virginianus",NA,"1975",-106,35,NA,NA,NA,NA,"Gila River (Grant County in New Mexico)","United States",0.4,"km2","10","ind/km2",NA,NA,NA,NA,NA,"Counts","Direct",NA,"January – June",TRUE,NA,303
"Luca Santini","Aves","Strigiformes","Strigidae","Bubo virginianus","Bubo virginianus",NA,"1989",-95.18,43.38,NA,NA,NA,NA,"Iowa Lakeside Laboratory","United States",0.26,"km2","3.846","ind/km2",NA,NA,NA,NA,NA,"Census","Territory mapping","Strip Census and Spot Mapping","June",TRUE,NA,336
"Nicolò Pranzini","Aves","Strigiformes","Strigidae","Bubo virginianus","Bubo virginianus",NA,"2020–2021",-100.795,24.34,-100.92,-100.67,23.88,24.8,"Chattahoochee River National Recreation Area","United States",76,"km2","0.2","ind/km2",NA,NA,NA,"0.1-0.3",NA,"Spatial_Capture_Recapture","SECR","Acoustic spatial capture-recapture","February – March",TRUE,NA,673
"Luca Santini","Aves","Strigiformes","Strigidae","Bubo virginianus","Bubo virginianus",NA,"1996",-138.0828,60.97097,NA,NA,NA,NA,"Kluane Lake (Yukon)","Canada",NA,NA,"0.2","ind/km2",NA,NA,NA,NA,NA,"Census","Territory mapping","Hooting survey along a highway","Spring",TRUE,NA,671
"Luca Santini","Aves","Strigiformes","Strigidae","Bubo virginianus","Bubo virginianus",NA,"1991",-138.0828,60.97097,NA,NA,NA,NA,"Kluane Lake (Yukon)","Canada",NA,NA,"0.72","ind/km2",NA,NA,NA,NA,NA,"Census","Territory mapping","Hooting survey along a highway","Spring",TRUE,NA,671
"Luca Santini","Aves","Strigiformes","Strigidae","Bubo virginianus","Bubo virginianus",NA,"1989",-138.0828,60.97097,NA,NA,NA,NA,"Kluane Lake (Yukon)","Canada",NA,NA,"0.35","ind/km2",NA,NA,NA,NA,NA,"Census","Territory mapping","Hooting survey along a highway","Spring",TRUE,NA,671
"Luca Santini","Aves","Strigiformes","Strigidae","Bubo virginianus","Bubo virginianus",NA,"1987",-138.0828,60.97097,NA,NA,NA,NA,"Kluane Lake (Yukon)","Canada",NA,NA,"0.19","ind/km2",NA,NA,NA,NA,NA,"Census","Territory mapping","Hooting survey along a highway","Spring",TRUE,NA,671
"Luca Santini","Aves","Strigiformes","Strigidae","Bubo virginianus","Bubo virginianus",NA,"2009",-138.0828,60.97097,NA,NA,NA,NA,"Kluane Lake (Yukon)","Canada",NA,NA,"0.0724","ind/km2",NA,NA,NA,NA,NA,"Census","Territory mapping","Hooting survey along a highway","Spring",TRUE,NA,671
"Luca Santini","Aves","Strigiformes","Strigidae","Bubo virginianus","Bubo virginianus",NA,"1999",-138.0828,60.97097,NA,NA,NA,NA,"Kluane Lake (Yukon)","Canada",NA,NA,"0.2467","ind/km2",NA,NA,NA,NA,NA,"Census","Territory mapping","Hooting survey along a highway","Spring",TRUE,NA,671
"Luca Santini","Aves","Strigiformes","Strigidae","Bubo virginianus","Bubo virginianus",NA,"1997",-138.0828,60.97097,NA,NA,NA,NA,"Kluane Lake (Yukon)","Canada",NA,NA,"0.24","ind/km2",NA,NA,NA,NA,NA,"Census","Territory mapping","Hooting survey along a highway","Spring",TRUE,NA,671
"Luca Santini","Aves","Strigiformes","Strigidae","Bubo virginianus","Bubo virginianus",NA,"2010",-138.0828,60.97097,NA,NA,NA,NA,"Kluane Lake (Yukon)","Canada",NA,NA,"0.0942","ind/km2",NA,NA,NA,NA,NA,"Census","Territory mapping","Hooting survey along a highway","Spring",TRUE,NA,671
"Luca Santini","Aves","Strigiformes","Strigidae","Bubo virginianus","Bubo virginianus",NA,"1994",-138.0828,60.97097,NA,NA,NA,NA,"Kluane Lake (Yukon)","Canada",NA,NA,"0.2","ind/km2",NA,NA,NA,NA,NA,"Census","Territory mapping","Hooting survey along a highway","Spring",TRUE,NA,671
"Luca Santini","Aves","Strigiformes","Strigidae","Bubo virginianus","Bubo virginianus",NA,"2006",-138.0828,60.97097,NA,NA,NA,NA,"Kluane Lake (Yukon)","Canada",NA,NA,"0.1159","ind/km2",NA,NA,NA,NA,NA,"Census","Territory mapping","Hooting survey along a highway","Spring",TRUE,NA,671
"Luca Santini","Aves","Strigiformes","Strigidae","Bubo virginianus","Bubo virginianus",NA,"2008",-138.0828,60.97097,NA,NA,NA,NA,"Kluane Lake (Yukon)","Canada",NA,NA,"0.0724","ind/km2",NA,NA,NA,NA,NA,"Census","Territory mapping","Hooting survey along a highway","Spring",TRUE,NA,671
"Luca Santini","Aves","Strigiformes","Strigidae","Bubo virginianus","Bubo virginianus",NA,"2005",-138.0828,60.97097,NA,NA,NA,NA,"Kluane Lake (Yukon)","Canada",NA,NA,"0.0724","ind/km2",NA,NA,NA,NA,NA,"Census","Territory mapping","Hooting survey along a highway","Spring",TRUE,NA,671
"Luca Santini","Aves","Strigiformes","Strigidae","Bubo virginianus","Bubo virginianus",NA,"1992",-138.0828,60.97097,NA,NA,NA,NA,"Kluane Lake (Yukon)","Canada",NA,NA,"0.5","ind/km2",NA,NA,NA,NA,NA,"Census","Territory mapping","Hooting survey along a highway","Spring",TRUE,NA,671
